//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=1000
SampleCnt=4543      
StartTime=2019/09/12 09:03:55
EndTime=2019/09/12 10:19:37
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],DO [mg/l],電池電圧 [V],
2019/09/12,09:50:22,0.0430,26.398,0.679,1.399,1357.300,997.191,-2.809,0.17,0.17,-0.01,94.92,7.599,8.23,
2019/09/12,09:50:23,0.0430,26.398,0.659,1.360,1319.176,997.176,-2.824,0.20,0.20,0.00,94.89,7.598,8.20,
2019/09/12,09:50:24,0.0645,26.356,0.678,1.395,1354.438,997.201,-2.799,0.24,0.24,-0.03,94.96,7.602,8.21,
2019/09/12,09:50:25,0.0645,26.385,0.749,1.536,1491.013,997.248,-2.753,0.21,0.21,0.00,94.95,7.597,8.20,
2019/09/12,09:50:26,0.0430,26.369,0.586,1.214,1178.323,997.129,-2.871,0.17,0.17,-0.01,94.96,7.605,8.21,
2019/09/12,09:50:27,0.0645,26.350,0.692,1.423,1382.286,997.214,-2.786,0.20,0.20,0.00,94.99,7.606,8.20,
2019/09/12,09:50:28,0.0430,26.335,0.742,1.521,1478.008,997.256,-2.744,0.20,0.20,-0.01,95.01,7.604,8.22,
2019/09/12,09:50:29,0.0645,26.358,0.602,1.245,1209.159,997.144,-2.856,0.23,0.23,0.00,95.04,7.612,8.20,
2019/09/12,09:50:30,0.0430,26.356,0.582,1.205,1169.794,997.129,-2.871,0.17,0.17,-0.01,95.03,7.611,8.21,
2019/09/12,09:50:31,0.0430,26.320,0.754,1.545,1501.178,997.269,-2.731,0.18,0.18,0.00,95.04,7.608,8.20,
2019/09/12,09:50:32,0.0430,26.276,0.680,1.397,1358.744,997.225,-2.776,0.23,0.23,-0.01,95.01,7.610,8.22,
2019/09/12,09:50:33,0.0430,26.279,0.558,1.156,1124.025,997.132,-2.868,0.23,0.23,0.00,95.07,7.619,8.22,
2019/09/12,09:50:34,0.0645,26.297,0.750,1.536,1493.381,997.272,-2.728,0.19,0.19,0.00,95.04,7.607,8.22,
2019/09/12,09:50:35,0.0645,26.323,0.693,1.425,1384.290,997.222,-2.778,0.18,0.18,0.00,95.05,7.609,8.19,
2019/09/12,09:50:36,0.0430,26.346,0.543,1.128,1095.666,997.103,-2.897,0.22,0.22,0.00,95.04,7.613,8.20,
2019/09/12,09:50:37,0.0430,26.331,0.728,1.494,1451.705,997.246,-2.754,0.23,0.23,-0.01,95.06,7.612,8.21,
2019/09/12,09:50:38,0.0430,26.272,0.712,1.460,1419.844,997.250,-2.750,0.19,0.19,0.00,95.14,7.621,8.21,
2019/09/12,09:50:39,0.0430,26.258,0.683,1.402,1364.638,997.232,-2.769,0.17,0.17,-0.01,95.16,7.622,8.19,
2019/09/12,09:50:40,0.0645,26.274,0.620,1.279,1243.798,997.180,-2.820,0.21,0.21,0.01,95.13,7.621,8.22,
2019/09/12,09:50:41,0.0430,26.253,0.715,1.466,1426.356,997.257,-2.743,0.24,0.24,-0.03,95.19,7.623,8.20,
2019/09/12,09:50:42,0.0430,26.282,0.703,1.443,1403.634,997.241,-2.759,0.21,0.21,0.00,95.22,7.623,8.19,
2019/09/12,09:50:43,0.0645,26.249,0.708,1.452,1412.853,997.253,-2.747,0.17,0.17,-0.01,95.11,7.616,8.22,
2019/09/12,09:50:44,0.0645,26.267,0.661,1.359,1322.009,997.213,-2.788,0.19,0.19,0.00,95.21,7.624,8.20,
2019/09/12,09:50:45,0.0430,26.311,0.671,1.381,1341.901,997.209,-2.792,0.20,0.20,-0.01,95.15,7.618,8.20,
2019/09/12,09:50:46,0.0645,26.334,0.718,1.474,1432.300,997.238,-2.762,0.23,0.23,0.00,95.09,7.611,8.19,
2019/09/12,09:50:47,0.0645,26.343,0.693,1.425,1383.643,997.216,-2.784,0.19,0.19,0.00,95.17,7.617,8.19,
2019/09/12,09:50:48,0.0430,26.337,0.578,1.197,1163.056,997.132,-2.869,0.17,0.17,-0.01,95.21,7.627,8.23,
2019/09/12,09:50:49,0.0645,26.345,0.725,1.489,1445.790,997.240,-2.760,0.22,0.22,0.00,95.17,7.618,8.20,
2019/09/12,09:50:50,0.0430,26.337,0.710,1.457,1415.813,997.230,-2.770,0.17,0.17,0.60,95.21,7.619,8.22,
2019/09/12,09:50:51,0.0430,26.314,0.668,1.374,1335.638,997.205,-2.795,0.20,0.20,0.00,95.15,7.616,8.22,
2019/09/12,09:50:52,0.0645,26.334,0.573,1.186,1152.375,997.128,-2.872,0.16,0.16,-0.01,95.17,7.622,8.21,
2019/09/12,09:50:53,0.0645,26.340,0.732,1.501,1458.366,997.247,-2.754,0.19,0.19,0.00,95.20,7.617,8.22,
2019/09/12,09:50:54,0.0430,26.365,0.709,1.456,1413.989,997.222,-2.778,0.23,0.23,0.00,95.26,7.622,8.22,
2019/09/12,09:50:55,0.0430,26.376,0.566,1.174,1139.042,997.112,-2.889,0.24,0.24,-0.01,95.22,7.625,8.22,
2019/09/12,09:50:56,0.0430,26.381,0.692,1.424,1382.352,997.205,-2.795,0.20,0.20,0.00,95.25,7.622,8.21,
2019/09/12,09:50:57,0.0430,26.401,0.717,1.473,1429.241,997.219,-2.781,0.16,0.16,-0.01,95.16,7.612,8.20,
2019/09/12,09:50:58,0.0430,26.423,0.602,1.247,1209.004,997.126,-2.874,0.19,0.19,0.00,95.12,7.612,8.23,
2019/09/12,09:50:59,0.0430,26.457,0.665,1.373,1330.634,997.165,-2.836,0.24,0.24,-0.01,95.06,7.604,8.19,
2019/09/12,09:51:00,0.0645,26.476,0.723,1.487,1440.475,997.203,-2.797,0.23,0.23,-0.01,95.11,7.605,8.20,
2019/09/12,09:51:01,0.0430,26.490,0.628,1.300,1259.031,997.128,-2.872,0.18,0.18,0.00,95.03,7.602,8.21,
2019/09/12,09:51:02,0.0645,26.498,0.657,1.359,1315.311,997.148,-2.853,0.21,0.21,-0.01,95.10,7.606,8.21,
2019/09/12,09:51:03,0.0645,26.515,0.707,1.457,1410.010,997.180,-2.820,0.20,0.20,0.00,95.03,7.597,8.21,
2019/09/12,09:51:04,0.0645,26.506,0.639,1.322,1279.188,997.131,-2.869,0.25,0.25,-0.01,95.03,7.600,8.21,
2019/09/12,09:51:05,0.0645,26.465,0.678,1.399,1354.836,997.172,-2.828,0.23,0.23,-0.01,95.05,7.601,8.21,
2019/09/12,09:51:06,0.0430,26.469,0.652,1.347,1304.904,997.151,-2.849,0.19,0.19,0.00,95.05,7.603,8.20,
2019/09/12,09:51:07,0.0645,26.482,0.672,1.386,1342.552,997.163,-2.837,0.16,0.16,-0.03,95.02,7.599,8.22,
2019/09/12,09:51:08,0.0645,26.488,0.720,1.483,1435.964,997.198,-2.802,0.20,0.20,0.00,95.04,7.598,8.21,
2019/09/12,09:51:09,0.0645,26.478,0.605,1.255,1215.410,997.114,-2.886,0.25,0.25,-0.01,95.12,7.610,8.20,
2019/09/12,09:51:10,0.0645,26.460,0.672,1.387,1343.659,997.169,-2.831,0.21,0.21,0.00,95.10,7.607,8.20,
2019/09/12,09:51:11,0.0645,26.466,0.721,1.484,1437.823,997.204,-2.796,0.17,0.17,0.00,95.10,7.605,8.22,
2019/09/12,09:51:12,0.0645,26.462,0.632,1.307,1266.329,997.138,-2.862,0.17,0.17,-0.01,95.09,7.608,8.19,
2019/09/12,09:51:13,0.0645,26.448,0.593,1.230,1192.107,997.113,-2.887,0.22,0.22,0.00,95.14,7.613,8.21,
2019/09/12,09:51:14,0.0645,26.467,0.728,1.497,1450.480,997.209,-2.791,0.26,0.26,-0.03,95.10,7.603,8.20,
2019/09/12,09:51:15,0.0645,26.475,0.651,1.345,1302.917,997.149,-2.851,0.23,0.23,0.00,95.17,7.612,8.20,
2019/09/12,09:51:16,0.0645,26.398,0.638,1.317,1277.559,997.160,-2.840,0.17,0.17,-0.01,95.20,7.620,8.22,
2019/09/12,09:51:17,0.0645,26.393,0.712,1.463,1419.308,997.217,-2.783,0.17,0.17,-0.01,95.22,7.617,8.20,
2019/09/12,09:51:18,0.0645,26.420,0.678,1.398,1355.839,997.185,-2.816,0.21,0.21,0.00,95.18,7.614,8.22,
2019/09/12,09:51:19,0.0645,26.370,0.560,1.163,1128.716,997.109,-2.891,0.20,0.20,-0.01,95.13,7.617,8.20,
2019/09/12,09:51:20,0.0645,26.330,0.725,1.488,1445.257,997.244,-2.756,0.22,0.22,0.00,95.22,7.617,8.19,
2019/09/12,09:51:21,0.0645,26.376,0.674,1.389,1347.876,997.193,-2.807,0.18,0.18,-0.01,95.12,7.608,8.23,
2019/09/12,09:51:22,0.0645,26.379,0.576,1.195,1159.441,997.119,-2.881,0.18,0.18,-0.01,95.17,7.618,8.21,
2019/09/12,09:51:23,0.0645,26.375,0.701,1.442,1399.210,997.214,-2.786,0.21,0.21,0.00,95.18,7.614,8.21,
2019/09/12,09:51:24,0.0645,26.394,0.698,1.436,1392.976,997.206,-2.794,0.23,0.23,-0.01,95.20,7.613,8.22,
2019/09/12,09:51:25,0.0645,26.406,0.611,1.264,1226.415,997.138,-2.863,0.21,0.21,0.00,95.22,7.616,8.20,
2019/09/12,09:51:26,0.0430,26.425,0.667,1.377,1334.754,997.175,-2.825,0.17,0.17,-0.01,95.15,7.609,8.19,
2019/09/12,09:51:27,0.0645,26.419,0.687,1.416,1372.743,997.192,-2.809,0.17,0.17,-0.01,95.21,7.613,8.19,
2019/09/12,09:51:28,0.0645,26.433,0.643,1.329,1288.668,997.155,-2.845,0.23,0.23,0.00,95.21,7.614,8.23,
2019/09/12,09:51:29,0.0645,26.456,0.710,1.461,1415.735,997.199,-2.802,0.26,0.26,-0.03,95.17,7.607,8.20,
2019/09/12,09:51:30,0.0645,26.474,0.632,1.308,1267.155,997.135,-2.865,0.23,0.23,0.00,95.11,7.604,8.21,
2019/09/12,09:51:31,0.0645,26.477,0.681,1.404,1360.196,997.171,-2.829,0.17,0.17,0.00,95.12,7.603,8.23,
2019/09/12,09:51:32,0.0645,26.476,0.702,1.446,1400.498,997.187,-2.813,0.17,0.17,-0.01,95.05,7.596,8.22,
2019/09/12,09:51:33,0.0645,26.503,0.643,1.329,1286.834,997.135,-2.865,0.20,0.20,0.00,95.04,7.597,8.22,
2019/09/12,09:51:34,0.0645,26.523,0.666,1.377,1332.071,997.147,-2.853,0.25,0.25,-0.01,95.06,7.596,8.20,
2019/09/12,09:51:35,0.0645,26.536,0.641,1.328,1284.255,997.125,-2.875,0.22,0.22,0.00,95.01,7.592,8.20,
2019/09/12,09:51:36,0.0645,26.550,0.726,1.496,1447.092,997.186,-2.815,0.17,0.17,0.00,95.04,7.590,8.20,
